站號,站名,地址,站別,區域,資料起始日期,撤站日期,城市,經度,緯度,海拔高度(m),備註,原站號,新站號,運作狀態
C0K291,宜梧,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),自動站,中部,2010/9/27,,雲林縣,120.169329,23.536281,8,原(C0K290)站因觀測位置不佳，於2010/9/27更變為(C0K291)站。於2015/7/1遷移⾄原址鄰近旁建物樓頂並進⾏儀器汰換。,C0K290,,運行中
C0K300,大埔,古坑鄉朝陽村北極殿旁,自動站,中部,1992/12/23,2015/6/5,雲林縣,120.605289,23.641325,369,,,,已撤站
C0K330,虎尾,虎尾鎮林森路一段64號(中正國民小學內),自動站,中部,1992/12/12,,雲林縣,120.442036,23.719183,38,本站於2015/5/27起進⾏儀器汰換，並於2015/7/1完成驗收。,,,運行中
C0K390,土庫,土庫鎮建國路41號(土庫消防分隊),自動站,中部,2015/5/7,,雲林縣,120.395574,23.679029,31,,,,運行中
C0K400,斗六,斗六市鎮北路345-1號(斗六消防分隊),自動站,中部,2015/3/10,,雲林縣,120.541127,23.720583,65,,,,運行中
C0K410,北港,北港鎮大同路565號(北港消防分隊),自動站,中部,2015/3/23,,雲林縣,120.292802,23.573957,20,,,,運行中
C0K420,西螺,西螺鎮公正路211號(西螺消防分隊),自動站,中部,2015/5/6,,雲林縣,120.467394,23.800407,42,,,,運行中
C0K430,褒忠,褒忠鄉中正路451號(褒忠鄉公所),自動站,中部,2015/4/29,,雲林縣,120.303634,23.690938,30,,,,運行中
C0K440,二崙,二崙鄉中正路80號(二崙消防分隊),自動站,中部,2015/4/30,,雲林縣,120.408944,23.772797,35,,,,運行中
C0K450,大埤,大埤鄉中山路8號(大埤鄉公所),自動站,中部,2015/2/13,,雲林縣,120.431537,23.646074,35,,,,運行中
C0K460,斗南,斗南鎮延平路二段266號(斗南鎮停一立體停車場),自動站,中部,2015/3/11,,雲林縣,120.478359,23.678734,60,,,,運行中
C0K470,林內,林內鄉中正路685號(林內消防分隊),自動站,中部,2015/3/6,,雲林縣,120.609642,23.748675,97,,,,運行中
C0K480,莿桐,莿桐鄉和平路53號(莿桐鄉公所),自動站,中部,2015/3/18,,雲林縣,120.502372,23.761192,56,,,,運行中
C0K490,古坑,古坑鄉中山路393號(古坑消防分隊),自動站,中部,2015/3/4,2021/12/23,雲林縣,120.559754,23.654301,91,,,,已撤站
C0K500,元長,元長鄉長南村元南路17號(元長鄉公所),自動站,中部,2015/3/20,,雲林縣,120.31966,23.642858,20,因遷站，於2026/05/07變更經緯度、⾼度及地址。,,,運行中
C0K510,水林,水林鄉水北村水林路12號(水林鄉公所),自動站,中部,2015/3/19,,雲林縣,120.24597,23.572924,10,,,,運行中
C0K520,雲林東勢,東勢鄉東南村所前街3號(東勢鄉公所),自動站,中部,2015/3/13,2022/3/8,雲林縣,120.2528,23.67495,10,於2025-09-01更正經緯度資料。,,,已撤站
C0K530,臺西,台西鄉中山路110巷38號(臺西消防分隊),自動站,中部,2015/3/28,,雲林縣,120.197559,23.701547,12,,,,運行中
C0K550,蔦松,水林鄉松中村蔦松路213號(蔦松國小),自動站,中部,2015/10/26,,雲林縣,120.229736,23.514319,15,,,,運行中
C0K560,棋山,古坑鄉棋盤村棋山49號(棋山國小),自動站,中部,2015/10/22,,雲林縣,120.603417,23.68645,117,,,,運行中
C0K580,高鐵雲林,虎尾鎮站前東路301號(高鐵雲林站外),自動站,中部,2017/8/1,,雲林縣,120.417944,23.737456,26,,,,運行中
C0K590,雲林東勢,東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂),自動站,中部,2022/3/22,,雲林縣,120.255721,23.674192,18,,,,運行中
C0K600,箔子寮,口湖鄉漁港路370號,自動站,中部,2022/12/26,,雲林縣,120.14,23.6197,14,,,,運行中
C0M410,馬頭山,大埔鄉永樂村1鄰內灣仔2號,自動站,中部,1988/10/7,2024/1/8,嘉義縣,120.582017,23.324361,245,本站於2013/3/21進行儀器汰換，並於2013/8/1完成驗收。原（C0M410）氣象站於2024/01/08改為農業站（C2M410）。,,C2M410,
C0M520,東後寮,義竹鄉東光村7號(台糖東後寮農場),自動站,中部,2015/7/3,,嘉義縣,120.248065,23.369908,15,原(C1M520)站因擴充為氣象站，於2015/7/1升級為(C0M520)站。,C1M520,,運行中
C0M530,奮起湖,竹崎鄉阿里山事業區148林班地(中興苗圃內),自動站,中部,1992/12/5,2025/8/27,嘉義縣,120.699253,23.493903,1385,本站於2015/7/7起進⾏儀器汰換，並於2015/12/31完成驗收。原氣象站(C0M530)於2025/11/28升級為農業站(C2M530)。,,C2M530,已撤站
C0M640,中埔,中埔鄉中埔村128號(中埔鄉公所),自動站,中部,2015/4/20,,嘉義縣,120.5229,23.42538,155,,,,運行中
C0M650,朴子,朴子市竹村里36號(竹村國小),自動站,中部,2015/3/26,,嘉義縣,120.23902,23.43463,20,,,,運行中
C0M660,溪口,溪口鄉中正東路103號(溪口國中學生活動中心),自動站,中部,2015/4/29,,嘉義縣,120.403569,23.604131,40,,,,運行中
C0M670,大林,大林鎮新興街110號(大林地政事務所),自動站,中部,2015/4/24,,嘉義縣,120.45841,23.600616,43,,,,運行中
C0M680,太保,太保市太保里31號(太保市圖書館),自動站,中部,2015/3/25,,嘉義縣,120.331455,23.455062,37,,,,運行中
C0M690,水上,水上鄉三鎮村三鎮路119號(水上消防分隊),自動站,中部,2015/4/14,,嘉義縣,120.388909,23.419734,33,,,,運行中
C0M700,竹崎,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),自動站,中部,2015/4/16,,嘉義縣,120.555508,23.526178,150,,,,運行中
C0M710,東石,東石鄉東石村3號(東石鄉公所),自動站,中部,2015/4/20,,嘉義縣,120.15385,23.458927,15,,,,運行中
C0M720,番路,番路鄉下坑村蔡公店101號(番路鄉公所),自動站,中部,2015/4/23,,嘉義縣,120.554156,23.464657,225,,,,運行中
C0M730,嘉義市東區,親水路123 號(第五河川局水情中心),自動站,中部,2015/4/13,,嘉義市,120.460531,23.457673,40,,,,運行中
C0M740,六腳,六腳鄉蒜頭村73-2號(六腳消防分隊),自動站,中部,2015/3/28,,嘉義縣,120.290625,23.492871,15,,,,運行中
C0M750,布袋,布袋鎮龍江里2-2號(布袋消防分隊),自動站,中部,2015/3/24,,嘉義縣,120.167789,23.380878,10,,,,運行中
C0M760,民雄,民雄鄉文化路7號(民雄鄉公所),自動站,中部,2015/3/17,,嘉義縣,120.428457,23.551754,40,,,,運行中
C0M770,嘉義梅山,梅山鄉中山路282號(梅山鄉公所),自動站,中部,2015/3/3,,嘉義縣,120.555587,23.585398,164,,,,運行中
C0M780,鹿草,鹿草鄉西井村287號(鹿草鄉公所),自動站,中部,2015/3/27,,嘉義縣,120.30835,23.41134,30,,,,運行中
C0M790,新港,新港鄉公園路28號(新港消防分隊),自動站,中部,2015/3/27,,嘉義縣,120.345728,23.553269,15,,,,運行中
C0M800,茶山,阿里山鄉茶山路62號之1(茶山村衛生室),自動站,中部,2015/11/3,,嘉義縣,120.664767,23.299075,440,,,,運行中
C0M810,里佳,阿里山鄉里佳村,自動站,中部,2015/11/11,2025/9/19,嘉義縣,120.716647,23.389125,1354,原氣象站(C0M810)於2025/11/28升級為農業站(C2M810)。,,C2M810,已撤站
C0M820,達邦,阿里山鄉達邦村21號(鄒族自然與文化中心),自動站,中部,2015/11/4,,嘉義縣,120.749517,23.453994,980,,,,運行中
C0M830,山美,阿里山鄉山美村(原阿里山鄉農會山美辦事處),自動站,中部,2015/11/2,2020/3/19,嘉義縣,120.668217,23.383803,540,,,,已撤站
C0M850,表湖,大埔鄉溪頭段1地號,自動站,南部,2018/2/14,,嘉義縣,120.64166,23.24186,695,,,,運行中
C0M860,新美,阿里山鄉新美村78號,自動站,中部,2020/3/31,,嘉義縣,120.683169,23.338017,578,,,,運行中
C0M880,好美里,布袋鎮好美里106號,自動站,中部,2022/12/26,,嘉義縣,120.138,23.3364,27,,,,運行中
C0M9H0,水社寮,竹崎鄉金獅寮段504-7地號,自動站,中部,2026/6/30,,,,,,,,,運行中
C0M9J0,交力坪,竹崎鄉仁壽村2鄰交力坪30號,自動站,中部,2026/6/30,,,,,,,,,運行中
C0M9K0,二萬平,阿里山鄉平遮段84-1地號,自動站,中部,2026/6/30,,,,,,,,,運行中
C0N010,鯤鯓國小,將軍區6號,自動站,南部,2022/12/26,,臺南市,120.0889,23.1879,19,,,,運行中
C0N020,城西,安南區城西街三段431號,自動站,南部,2022/12/26,,臺南市,120.0956,23.0568,27,,,,運行中
C0N030,四草,安南區,自動站,南部,2022/12/26,,臺南市,120.1116,23.0235,2,,,,運行中
C0N040,蘆竹溝,北門區蘆竹溝333之11號,自動站,南部,2022/12/26,,臺南市,120.0961,23.2344,22,,,,運行中
C0N050,蚵寮,北門區保吉里雙春里8鄰73-20號,自動站,南部,2022/12/26,,臺南市,120.1104,23.301,37,,,,運行中
C0O810,曾文,楠西區曾文新村(曾文水庫管理局內),自動站,南部,1998/10/8,2024/1/8,臺南市,120.497328,23.219681,161,本站於2013/5/9進⾏儀器汰換，並於2013/8/1完成驗收。原（C0O810）氣象站於2024/01/08改為農業站（C2O810）。,,C2O810,已撤站
C0O830,北寮,南化區北寮里48-4號,自動站,南部,2013/4/18,,臺南市,120.495008,23.079561,127,原(C1O830)站因擴充為氣象站，於2013/4/18升級為(C0O830)站。,C1O830,,運行中
C0O840,王爺宮,六甲區王爺里24號（六甲國小湖東分校）,自動站,南部,2013/12/1,,臺南市,120.40085,23.222064,134,原(C1O840)站因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,C1O840,,運行中
C0O860,大內,大內區74201大內里63號(大內國民小學),自動站,南部,2013/8/1,,臺南市,120.36083,23.11885,38,原(C1O860)站因擴充為氣象站，於2013/8/1升級為(C0O860)站。,C1O860,,運行中
C0O890,南化,南化區,自動站,南部,1992/5/1,1996/1/1,臺南市,120.488636,23.042672,167,,,,已撤站
C0O900,善化,善化區益民寮60號(亞洲蔬菜研究發展中心內),自動站,南部,1988/10/7,,臺南市,120.297219,23.112883,9,本站於2013/5/11進⾏儀器汰換，並於2013/8/1完成驗收。,,,運行中
C0O910,新營,柳營區73603太康里一號(太康段523-12號),自動站,南部,1988/10/7,2015/6/4,臺南市,120.321508,23.292275,16,,,,已撤站
C0O930,玉井,玉井區台灣糖業公司玉井糖廠,自動站,南部,1988/10/7,2024/1/8,臺南市,120.46055,23.126042,69,原（C0O930）氣象站於2024/01/08改為農業站（C2O930）。,,C2O930,已撤站
C0O950,安南,安南區公學路6段589號(學東國民小學內),自動站,南部,2013/8/1,2024/1/8,臺南市,120.144861,23.076694,4,原(C1O950)站因擴充為氣象站，於2013/8/1升級為(C0O950)站。原（C0O950）氣象站於2024/01/08改為農業站（C2O950）。,C1O950,C2O950,已撤站
C0O960,崎頂,龍崎區中坑里5鄰13號,自動站,南部,2013/4/18,,臺南市,120.369317,22.959547,112,原(C1O960)站因擴充為氣象站，於2013/4/18升級為(C0O960)站。,C1O960,,運行中
C0O970,虎頭埤,新化區口埤18號(新化分場),自動站,南部,2013/8/1,,臺南市,120.347878,23.021375,71,原(C1O970)站因擴充為氣象站，於2013/8/1升級為(C0O970)站。,C1O970,,運行中
C0O980,新市,新市區永就里53號(番子寮農場),自動站,南部,2013/8/1,,臺南市,120.298197,23.061614,18,原(C1O980)站因擴充為氣象站，於2013/8/1升級為(C0O980)站。,C1O980,,運行中
C0O990,媽廟,歸仁區中正北路3段60號(保西國民小學內),自動站,南部,2013/12/1,,臺南市,120.293525,22.99175,18,原(C1O990)站因擴充為氣象站，於2013/12/1升級為(C0O990)站。,C1O990,,運行中
C0R100,尾寮山,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),自動站,南部,1992/1/22,,屏東縣,120.683889,22.833111,1006,本站於2013/10/10進⾏儀器汰換，並於2013/12/1完成驗收。,,,運行中
C0R120,上德文,三地門鄉德文段870地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0R130,阿禮,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,自動站,南部,2013/8/1,,屏東縣,120.743678,22.742908,1040,原(C1R130)站因擴充為氣象站，於2013/8/1升級為(C0R130)站。,C1R130,,運行中
C0R140,瑪家,瑪家鄉瑪家村4鄰24號(後山),自動站,南部,2013/8/1,,屏東縣,120.686639,22.682903,740,原(C1R140)站因擴充為氣象站，於2013/8/1升級為(C0R140)站。,C1R140,,運行中
C0R150,三地門,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),自動站,南部,1992/1/22,,屏東縣,120.639944,22.709889,105,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,,運行中
C0R160,鹽埔,鹽埔鄉七份路21號(彭厝國小),自動站,南部,2013/12/1,,屏東縣,120.530778,22.739558,45,原(C1R160)站於2013/12/1變更為(C0R160)站。,C1R160,,運行中
C0R170,屏東,屏東市復興路245號(台灣糖業公司屏東區處場區內),自動站,南部,2013/12/1,2024/11/2,屏東縣,120.494072,22.660269,26,原為⾬量站(C1R170)於2013/12/1升級為氣象站，變更站碼為(C0R170)。原氣象站(C0R170)，於2025/02/28完成儀器汰換，轉為農業氣象站(C2R170)。,C1R170,C2R170,已撤站
C0R190,赤山,萬巒鄉建興路40號（赤山國小）,自動站,南部,2013/12/1,,屏東縣,120.614306,22.592333,32,原(C1R190)站因觀測環境不佳，於2013/12/1遷移⾄(C0R190)站。,C1R190,,運行中
C0R220,潮州,潮州鎮光春路290號(屏東縣立光春國民中學內),自動站,南部,1992/1/22,,屏東縣,120.54,22.534361,23,本站於2013/9/10進⾏儀器汰換，並於2013/12/1完成驗收。,,,運行中
C0R240,來義,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,自動站,南部,2013/12/1,2025/8/1,屏東縣,120.625111,22.527306,87,原為⾬量站(C1R240)於2013/12/1升級為氣象站，變更站碼為(C0R240)。於2025-08-01撤銷。原(C0R240)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2R240)農業站並更改站名為萬巒。,C1R240,C2R240,已撤站
C0R260,春日,春日鄉鄉公所資源回收場旁,自動站,南部,2013/12/1,2025/12/22,屏東縣,120.628306,22.370361,76,原為⾬量站(C1R260)於2013/12/1升級為氣象站，變更站碼為(C0R260)。原(C0R260)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2R260)農業站。,C1R260,C2R260,已撤站
C0R270,琉球嶼,琉球鄉天台段596及597地號,自動站,南部,1996/8/30,,屏東縣,120.362236,22.332244,51,本站於2013/9/26進⾏儀器汰換，並於2013/12/1完成驗收。,,,運行中
C0R280,檳榔,滿州鄉長樂村大公路14號(往南仁山方向),自動站,南部,1997/6/13,,屏東縣,120.836777,22.076078,242,本站於2019/09/19進⾏儀器汰換，於2019/11/28完成驗收。,,,運行中
C0R320,車城,車城鄉福興村中山路66號(車城國小),自動站,南部,2019/11/28,,屏東縣,120.716247,22.0744,7,因擴充氣象站，原氣象站(C1R320)，於2019/11/28升級為氣象站，變更站碼為(C0R320)。,C1R320,,運行中
C0R340,牡丹,牡丹鄉牡丹國民小學,自動站,南部,1997/5/8,1999/4/12,屏東縣,120.837761,22.192403,285,原(C0R340)站於1999/4/12變更為(C1R340)站。,,C1R340,已撤站
C0R341,牡丹,199縣道23K-23.5K間車城往旭海方向之右側,自動站,南部,2019/11/28,,屏東縣,120.792639,22.130036,230,因擴充氣象站，原氣象站(C1R340)，於2019/11/28升級為氣象站，變更站碼為(C0R341)。,C1R340,,運行中
C0R350,貓鼻頭,恆春鎮(貓鼻頭風景區內),自動站,南部,1997/6/1,,屏東縣,120.7358,21.921774,35,本站於2019/08/30進⾏儀器汰換，於2019/11/28完成驗收。,,,運行中
C0R360,墾丁,恆春鎮墾丁里牧場路1號(畜產試驗所恆春分所內),自動站,南部,1997/6/3,2019/9/4,屏東縣,120.802239,21.945631,20,,,,已撤站
C0R370,佳樂水,滿州鄉港口村茶山路14號(佳樂山林務局工作站內),自動站,南部,1997/5/9,2019/9/5,屏東縣,120.844567,21.991953,55,,,,已撤站
C0R380,枋寮,枋寮鄉枋寮村德興路197號(枋寮國民小學操場旁),自動站,南部,1997/5/7,2019/8/15,屏東縣,120.589639,22.369425,2,,,,已撤站
C0R400,楓港,枋山鄉善餘村光復路24號(楓港國民小學操場旁),自動站,南部,1997/5/8,2019/8/16,屏東縣,120.692725,22.190197,15,,,,已撤站
C0R420,牡丹池山,牡丹鄉電信轉播臺旁步行約3分鐘(恆春事業區21林班地),自動站,南部,1999/4/13,2020/1/16,屏東縣,120.840556,22.167792,504,,,,已撤站
C0R430,東港,東港鎮豐漁街66號(國立東港高級海事水產職業學校),自動站,南部,2008/11/14,2018/7/31,屏東縣,120.441692,22.464914,31,本站於2013/6/18進行儀器汰換，並於2013/8/1完成驗收。,,,
C0R440,大漢山,春日鄉大漢山頂,自動站,南部,2019/11/28,,屏東縣,120.753181,22.405264,1654,因擴充氣象站，原氣象站(C1R440)，於2019/11/28升級為氣象站，變更站碼為(C0R440)。,C1R440,,運行中
C0R470,高樹,高樹鄉興中路330號(高樹圖書館),自動站,南部,2013/6/14,,屏東縣,120.600806,22.826389,103,,,,運行中
C0R480,長治,長治鄉德成村中興路572-1號(長治消防分隊),自動站,南部,2013/6/7,,屏東縣,120.542622,22.693128,57,,,,運行中
C0R490,九如,九如鄉九如路二段416號(九如鄉公所),自動站,南部,2013/6/7,2025/12/17,屏東縣,120.490503,22.7405,49,原(C0R490)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2R490)農業站。,,C2R490,已撤站
C0R500,竹田,竹田鄉中正路123號(竹田鄉公所),自動站,南部,2013/5/17,2018/8/2,屏東縣,120.544008,22.584917,32,,,,已撤站
C0R510,萬丹,萬丹鄉萬安村和平東路69號(萬丹消防分隊),自動站,南部,2013/6/16,2023/2/15,屏東縣,120.490394,22.587775,31,原(C0R510)站因移位，於2023/03/14變更為(C0R930)站。,,C0R930,已撤站
C0R520,崁頂,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊),自動站,南部,2013/6/15,,屏東縣,120.506914,22.514781,18,,,,運行中
C0R530,林邊,林邊鄉光林村和平路45號(林邊鄉衛生所),自動站,南部,2013/6/11,2022/6/27,屏東縣,120.509983,22.430836,16,,,,已撤站
C0R540,佳冬,佳冬鄉佳昌路2號(佳冬鄉公所),自動站,南部,2013/6/11,,屏東縣,120.552375,22.419456,17,,,,運行中
C0R550,新埤,新埤鄉民眾路103號(新埤消防分隊),自動站,南部,2013/5/12,2025/12/5,屏東縣,120.582894,22.467947,38,原(C0R550)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2R550)農業站。,,C2R550,已撤站
C0R560,新園,新園鄉仙吉村店口路116號(新園消防分隊),自動站,南部,2013/6/12,,屏東縣,120.461558,22.5434,22,,,,運行中
C0R570,麟洛,麟洛鄉中山路158號(麟洛鄉公所),自動站,南部,2013/6/19,,屏東縣,120.52719,22.65078,37,,,,運行中
C0R580,南州,南州鄉溪南村人和路241號(南州消防分隊),自動站,南部,2013/6/12,,屏東縣,120.50274,22.48591,10,,,,運行中
C0R590,里港,里港鄉永春村中山路104號(里港鄉公所),自動站,南部,2013/6/18,,屏東縣,120.49459,22.77919,72,,,,運行中
C0R600,舊泰武,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),自動站,南部,2013/10/9,,屏東縣,120.664944,22.588194,766,,,,運行中
C0R620,墾雷,恆春鎮燈塔路51巷33號(氣象署墾丁雷達站區內),自動站,南部,2015/12/28,,屏東縣,120.855269,21.900836,34,本站於2019/08/31進⾏儀器汰換，於2019/11/28完成驗收。,,,運行中
C0R640,東港,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,自動站,南部,2018/8/11,,屏東縣,120.44074,22.46247,21,,,,運行中
C0R650,竹田,竹田鄉中正路123號(竹田鄉公所清潔隊),自動站,南部,2018/8/11,,屏東縣,120.54344,22.58486,29,,,,運行中
C0R660,枋寮,枋寮鄉枋寮村德興路197號(枋寮國小),自動站,南部,2019/11/28,,屏東縣,120.590647,22.367722,20,,,,運行中
C0R670,楓港,枋山鄉善餘村光復路24號(楓港國小),自動站,南部,2019/11/28,,屏東縣,120.692156,22.190131,26,,,,運行中
C0R680,佳樂水,滿州鄉佳樂水風景區內,自動站,南部,2019/11/28,,屏東縣,120.861633,21.993578,13,,,,運行中
C0R690,墾丁,恆春鎮墾丁森林遊樂區林業試驗所觀測坪,自動站,南部,2019/11/28,,屏東縣,120.810269,21.966756,348,,,,運行中
C0R700,枋山,屏東縣枋山鄉中山路3段52號(成功社區公園),自動站,南部,2019/11/28,,屏東縣,120.660794,22.247814,18,於2026/4/24更新經緯度、⾼度及住址。,,,運行中
C0R710,龍磐,恆春助航台(NDB歸航台),自動站,南部,2020/4/9,,屏東縣,120.838942,21.931672,117,,,,運行中
C0R720,旭海,牡丹鄉旭海大草原步道旁,自動站,南部,2019/11/28,,屏東縣,120.887614,22.205403,214,,,,運行中
C0R730,大坪頂,恆春鎮大坪頂電信機房旁,自動站,南部,2020/4/9,,屏東縣,120.69355,22.024633,163,,,,運行中
